movie_title,release_date,genre
Half Baked,16-Jan-98,"Comedy,Crime"
Bats,22-Oct-99,"Thriller,Horror"
Tales of Erotica,21-Feb-03,"Drama,Comedy"
Without a Paddle,20-Aug-04,"Adventure,Mystery,Comedy"
Phantoms,23-Jan-98,"Drama,Thriller,Horror"
What Love Is,23-Mar-07,Comedy
Maria Full of Grace,16-Jul-04,"Drama,Thriller,Crime"
Half Past Dead,15-Nov-02,"Action,Thriller,Crime"
The Last Face,28-Jul-17,Drama
Cursed,25-Feb-05,"Thriller,Fantasy,Horror,Comedy"
Nurse Betty,8-Sep-00,"Thriller,Comedy,Romance,Crime"
Vegas Vacation,14-Feb-97,Comedy
The New Guy,10-May-02,Comedy
BloodRayne,6-Jan-06,"Action,Adventure,Fantasy,Horror,Comedy"
The Quiet,25-Aug-06,"Drama,Thriller"
They,27-Nov-02,"Thriller,Horror"
Grind,15-Aug-03,"Adventure,Sport,Comedy"
Corky Romano,12-Oct-01,"Comedy,Crime"
She Hate Me,28-Jul-04,"Drama,Comedy"
Hell Ride,8-Aug-08,"Action,Adventure,Drama,Thriller"
S1m0ne,23-Aug-02,"Sci-Fi,Drama,Fantasy"
The Tiger and the Snow,29-Dec-06,"Drama,Comedy,Romance,War"
Pavilion of Women,4-May-01,"Adventure,Drama,Romance,War"
Pulse,11-Aug-06,"Sci-Fi,Mystery,Thriller,Fantasy,Horror"
Rambo: Last Blood,20-Sep-19,"Action,Adventure,Thriller,Western"
Deception,25-Apr-08,"Drama,Mystery,Thriller,Romance,Crime"
Idle Hands,30-Apr-99,"Sci-Fi,Mystery,Thriller,Fantasy,Horror,Comedy"
Antitrust,12-Jan-01,"Drama,Thriller"
Dead Man on Campus,21-Aug-98,Comedy
London,10-Feb-06,"Drama,Romance"
Domestic Disturbance,2-Nov-01,"Mystery,Thriller,Crime"
Shadow Hours,14-Jul-00,"Drama,Thriller"
Soul Plane,28-May-04,"Comedy,Music"
The Replacements,11-Aug-00,"Sport,Comedy"
Vampire's Kiss,2-Jun-89,"Fantasy,Horror,Comedy"
Sonny,27-Dec-02,"Drama,Crime"
9 Dead Gay Guys,17-Oct-03,"Comedy,Crime"
Downloading Nancy,5-Jun-09,"Drama,Thriller"
The Punisher,16-Apr-04,"Action,Drama,Thriller,Crime"
Hector and the Search for Happiness,19-Sep-14,"Adventure,Drama,Comedy"
Sweet November,16-Feb-01,"Drama,Comedy,Romance"
Body Shots,22-Oct-99,Drama
Demolition Man,8-Oct-93,"Action,Sci-Fi,Crime"
Hide and Seek,28-Jan-05,"Mystery,Thriller,Horror"
Summer of Sam,2-Jul-99,"Drama,Thriller,Romance,Crime"
The Bachelor,5-Nov-99,"Comedy,Romance"
Snow Day,11-Feb-00,"Adventure,Comedy,Romance,Family"
Little Black Book,6-Aug-04,"Drama,Comedy,Romance"
The Man,9-Sep-05,"Action,Comedy,Crime"
Staying Alive,15-Jul-83,"Drama,Music"
What Goes Up,29-May-09,Drama
Company Man,16-Feb-01,Comedy
Self/less,10-Jul-15,"Action,Sci-Fi,Drama,Mystery,Thriller"
Loser,21-Jul-00,"Comedy,Romance"
Vampire in Brooklyn,27-Oct-95,"Horror,Comedy,Romance"
Whipped,1-Sep-00,"Comedy,Romance"
Waking Up in Reno,25-Oct-02,"Comedy,Romance"
Let It Ride,18-Aug-89,"Action,Comedy"
Surviving Eden,25-Aug-06,Comedy
The Butterfly Effect,23-Jan-04,"Sci-Fi,Mystery,Thriller"
Elite Squad,19-Sep-08,"Drama,Thriller,Romance,Crime"
Urban Legend,25-Sep-98,"Mystery,Thriller,Horror"
End of Days,24-Nov-99,"Action,Mystery,Thriller,Fantasy,Horror"
The Hunted,14-Mar-03,"Action,Drama,Thriller,Crime"
Detroit Rock City,13-Aug-99,"Adventure,Comedy,Music"
Highlander,7-Mar-86,"Action,Adventure,Fantasy"
Out Cold,21-Nov-01,"Sport,Comedy"
Autumn in New York,11-Aug-00,"Drama,Romance"
The Amati Girls,19-Jan-01,Drama
Hellraiser: Bloodline,8-Mar-96,"Sci-Fi,Horror"
Bollywood/Hollywood,26-Sep-03,"Drama,Comedy,Romance,Musical"
Johnson Family Vacation,7-Apr-04,Comedy
Underworld: Evolution,20-Jan-06,"Action,Sci-Fi,Thriller,Fantasy"
Kingsglaive: Final Fantasy XV,19-Aug-16,"Action,Adventure,Sci-Fi,Drama,Fantasy,Animation"
Equilibrium,6-Dec-02,"Action,Sci-Fi,Drama,Thriller"
Gone in Sixty Seconds,9-Jun-00,"Action,Thriller,Crime"
Twin Peaks: Fire Walk with Me,28-Aug-92,"Drama,Mystery,Thriller,Fantasy,Horror"
Pootie Tang,29-Jun-01,"Action,Adventure,Comedy,Musical"
Problem Child,27-Jul-90,"Comedy,Family"
Gummo,17-Oct-97,Drama
Amy's Orgasm,23-Aug-02,"Comedy,Romance"
Timecode,28-Apr-00,Drama
Thérèse: The Story of Saint Thérèse of Lisieux,1-Oct-04,"Biography,Drama"
The Million Dollar Hotel,2-Feb-01,"Drama,Mystery,Thriller"
Spies Like Us,6-Dec-85,"Adventure,Comedy"
Revoloution,28-Apr-06,Drama
Warcraft,10-Jun-16,"Action,Adventure,Fantasy"
Final Destination,17-Mar-00,"Thriller,Horror"
Dream House,30-Sep-11,"Drama,Mystery,Thriller"
Shutter,21-Mar-08,"Mystery,Thriller,Horror"
Turistas,1-Dec-06,"Adventure,Drama,Mystery,Thriller,Horror"
Happiness,16-Oct-98,"Drama,Comedy"
Red Planet,10-Nov-00,"Action,Sci-Fi,Thriller"
Senseless,20-Feb-98,"Comedy,Romance"
Broken Bridges,8-Sep-06,"Drama,Music"
The Vanishing Of Sidney Hall,2-Mar-18,"Drama,Mystery"
Masked and Anonymous,24-Jul-03,"Drama,Comedy,Music"
Liam Gallagher: As It Was,13-Sep-19,"Music,Documentary"
Happy Gilmore,16-Feb-96,"Sport,Comedy,Romance"
Billy Madison,10-Feb-95,"Comedy,Romance"
Death Sentence,31-Aug-07,"Action,Drama,Thriller"
Christmas with the Kranks,24-Nov-04,"Comedy,Family"
My Soul to Take,8-Oct-10,"Thriller,Horror"
Queen of the Damned,22-Feb-02,"Fantasy,Horror,Music"
Clue,13-Dec-85,"Mystery,Thriller,Comedy,Crime"
Indecent Proposal,7-Apr-93,"Drama,Romance"
Spun,14-Mar-03,"Drama,Comedy,Crime"
Mindhunters,13-May-05,"Drama,Mystery,Thriller"
Digimon: Digital Monsters,6-Oct-00,"Action,Adventure,Thriller,Fantasy,Animation"
The Ex,11-May-07,"Comedy,Romance"
Pokémon Heroes,16-May-03,"Action,Adventure,Crime,Animation,Family"
To Save a Life,22-Jan-10,Drama
Shottas,3-Nov-06,"Action,Drama,Crime"
Mixed Nuts,21-Dec-94,"Drama,Mystery,Thriller,Comedy"
Gray Matters,23-Feb-07,"Comedy,Romance"
An American Affair,27-Feb-09,Drama
Silent Hill,21-Apr-06,"Drama,Mystery,Thriller,Fantasy,Horror"
Freddy vs. Jason,15-Aug-03,"Action,Thriller,Horror"
The Phantom of the Opera,22-Dec-04,"Drama,Thriller,Romance,Musical"
The Cell,18-Aug-00,"Sci-Fi,Thriller,Fantasy,Horror"
Dead Man Down,8-Mar-13,"Action,Drama,Thriller,Crime"
May,7-Feb-03,"Drama,Thriller,Horror,Romance"
War,24-Aug-07,"Action,Thriller,Crime"
Cry_Wolf,16-Sep-05,"Drama,Mystery,Thriller,Horror"
Big Fat Liar,8-Feb-02,"Adventure,Comedy,Family"
The Salton Sea,26-Apr-02,"Drama,Mystery,Thriller,Crime"
Michael,25-Dec-96,"Drama,Fantasy,Comedy,Romance"
Halloween: The Curse of Michael Myers,29-Sep-95,"Thriller,Horror"
I Can Only Imagine,16-Mar-18,"Drama,Music,Family"
UHF,21-Jul-89,Comedy
Dirty Dancing: Havana Nights,27-Feb-04,"Drama,Romance"
I Melt with You,9-Dec-11,Thriller
Head in the Clouds,17-Sep-04,"Drama,Romance,War"
Three to Tango,22-Oct-99,"Comedy,Romance"
Poolhall Junkies,28-Feb-03,"Drama,Thriller"
My Way,20-Apr-12,"Action,Drama,History,War"
At First Sight,15-Jan-99,"Drama,Romance"
There Be Dragons,6-May-11,"Biography,Drama"
Friday the 13th Part VII: The New Blood,13-May-88,"Thriller,Horror"
The Body,13-Apr-01,"Drama,Thriller,Romance"
Bigger Than the Sky,18-Feb-05,"Drama,Comedy,Romance"
Tyrel,5-Dec-18,"Drama,Comedy"
Spawn,1-Aug-97,"Action,Thriller,Fantasy"
The Amityville Horror,15-Apr-05,"Drama,Mystery,Thriller,Horror"
Uptown Girls,15-Aug-03,"Drama,Comedy,Romance"
Revolver,7-Dec-07,"Drama,Mystery,Thriller,Crime"
Repo! The Genetic Opera,7-Nov-08,"Sci-Fi,Horror,Musical"
Backdraft,24-May-91,"Action,Drama,Mystery,Thriller,Crime"
Churchill,2-Jun-17,"Biography,Drama,Thriller"
Phenomenon,3-Jul-96,"Drama,Fantasy,Romance"
Monkeybone,23-Feb-01,"Fantasy,Comedy,Romance,Animation"
Pokémon 4: The Movie,11-Oct-02,"Action,Adventure,Animation,Family"
The Majestic,21-Dec-01,"Drama,Romance"
Don't Say a Word,28-Sep-01,"Drama,Thriller,Crime"
Fools Rush In,14-Feb-97,"Drama,Comedy,Romance"
Somewhere in Time,3-Oct-80,"Drama,Fantasy,Romance"
The Skulls,31-Mar-00,"Action,Drama,Thriller,Horror,Crime"
Daltry Calhoun,23-Sep-05,"Drama,Comedy"
Gun Shy,4-Feb-00,"Comedy,Romance,Crime"
Sleepwalking,14-Mar-08,Drama
Hellbound: Hellraiser II,23-Dec-88,"Thriller,Horror"
Even Cowgirls Get the Blues,24-May-94,"Drama,Comedy,Romance,Western"
Pink Floyd: The Wall,6-Aug-82,"Drama,Fantasy,Music,Animation,Musical"
The Family Tree,26-Aug-11,"Drama,Comedy"
Underworld,19-Sep-03,"Action,Sci-Fi,Thriller,Fantasy"
Orphan,24-Jul-09,"Drama,Thriller,Horror"
Bad Boys,7-Apr-95,"Action,Drama,Thriller,Comedy,Crime"
Running Scared,24-Feb-06,"Action,Drama,Thriller,Crime"
The Spirit,25-Dec-08,"Action,Drama,Thriller,Fantasy,Crime"
Hostage,11-Mar-05,"Action,Drama,Thriller,Crime"
A Walk to Remember,25-Jan-02,"Drama,Romance"
Polar,25-Jan-19,"Action,Drama,Thriller,Crime"
The Family Man,22-Dec-00,"Drama,Fantasy,Comedy,Romance"
"I Love You, Beth Cooper",10-Jul-09,Comedy
Bully,13-Jul-01,"Drama,Thriller,Crime"
Hollywood Homicide,13-Jun-03,"Action,Thriller,Comedy,Crime"
Bad Company,7-Jun-02,"Action,Adventure,Thriller,Comedy"
Pokémon: The Movie 2000,21-Jul-00,"Action,Adventure,Animation,Family"
Last Knights,3-Apr-15,"Action,Adventure"
In & Out,19-Sep-97,Comedy
The Brothers Solomon,7-Sep-07,Comedy
True Legend,13-May-11,"Action,Drama,History"
The Other Side of Heaven,12-Apr-02,"Adventure,Biography,Drama"
Cobra,23-May-86,"Action,Thriller,Crime"
Whatever It Takes,24-Mar-00,"Drama,Comedy,Romance"
No Such Thing,29-Mar-02,"Drama,Fantasy,Horror,Comedy"
Drowning Mona,3-Mar-00,"Mystery,Comedy,Crime"
The Jacket,4-Mar-05,"Sci-Fi,Mystery,Thriller,Fantasy,Horror"
Freddy Got Fingered,20-Apr-01,Comedy
Mallrats,20-Oct-95,"Comedy,Romance"
Pay It Forward,20-Oct-00,"Drama,Romance"
Wicker Park,3-Sep-04,"Drama,Mystery,Thriller,Romance"
The Outsiders,25-Mar-83,"Drama,Romance,Crime"
Ghosts of Girlfriends Past,1-May-09,"Fantasy,Comedy,Romance"
Bulletproof Monk,16-Apr-03,"Action,Adventure,Comedy"
The One,2-Nov-01,"Action,Sci-Fi,Thriller"
Beverly Hills Cop III,25-May-94,"Action,Thriller,Comedy,Crime"
Saving Silverman,9-Feb-01,"Comedy,Romance,Crime"
Behaving Badly,1-Aug-14,Comedy
Original Sin,3-Aug-01,"Drama,Mystery,Thriller,Romance"
All the Right Moves,21-Oct-83,"Drama,Sport,Romance"
Love Don't Cost a Thing,12-Dec-03,"Drama,Comedy,Romance"
Pumpkin,28-Jun-02,"Drama,Sport,Comedy,Romance"
Nobel Son,5-Dec-08,"Drama,Thriller,Comedy,Crime"
Love Ranch,30-Jun-10,Drama
A Rumor of Angels,1-Feb-02,Drama
St. Elmo's Fire,28-Jun-85,"Drama,Romance"
Cam2Cam,22-Aug-14,"Thriller,Horror"
Stay,21-Oct-05,"Drama,Mystery,Thriller"
Lethal Weapon 4,10-Jul-98,"Action,Thriller,Crime"
America: Imagine a World Without Her,2-Jul-14,Documentary
Joe Dirt,11-Apr-01,"Adventure,Mystery,Comedy,Romance"
See No Evil,19-May-06,"Action,Mystery,Thriller,Horror,Crime"
The Mexican,2-Mar-01,"Action,Adventure,Comedy,Romance,Crime"
Pokémon 3: The Movie,6-Apr-01,"Action,Adventure,Fantasy,Animation,Family"
Stage Fright,9-May-14,"Horror,Musical"
Big Trouble,5-Apr-02,"Thriller,Comedy,Crime"
Against All Odds,2-Mar-84,"Action,Adventure,Drama,Thriller,Romance,Crime"
Woman on Top,22-Sep-00,"Comedy,Romance"
Swing Kids,5-Mar-93,"Drama,Music"
Novocaine,16-Nov-01,"Drama,Thriller,Comedy,Crime"
Just Visiting,6-Apr-01,"Fantasy,Comedy"
How to Deal,18-Jul-03,"Drama,Comedy,Romance"
Film Geek,13-Jan-06,Comedy
Psycho Beach Party,4-Aug-00,"Mystery,Horror,Comedy"
The Haunting of Sharon Tate,5-Apr-19,"Drama,Thriller,Horror"
Fireflies in the Garden,14-Oct-11,Drama
Take,18-Jul-08,"Drama,Thriller,Crime"
Carpool,23-Aug-96,Comedy
The Specials,22-Sep-00,"Action,Fantasy,Comedy"
Jingle All the Way,22-Nov-96,"Comedy,Family"
Phantasm II,8-Jul-88,"Action,Sci-Fi,Thriller,Fantasy,Horror"
The Hitcher,21-Feb-86,Thriller
Southern Comfort,23-Feb-01,Documentary
The Skeleton Key,12-Aug-05,"Drama,Mystery,Thriller,Horror"
Mr. Brooks,1-Jun-07,"Drama,Mystery,Thriller,Crime"
The Ninth Gate,10-Mar-00,"Drama,Mystery,Thriller,Fantasy,Horror"
Kate & Leopold,21-Dec-01,"Fantasy,Comedy,Romance"
Last Action Hero,18-Jun-93,"Action,Adventure,Fantasy,Comedy"
Kingpin,26-Apr-96,"Sport,Comedy"
Scrooged,23-Nov-88,"Drama,Fantasy,Comedy"
Torque,16-Jan-04,"Action,Thriller,Crime"
Collateral Damage,8-Feb-02,"Action,Thriller"
Radio,24-Oct-03,"Drama,Sport"
Jack,9-Aug-96,"Drama,Fantasy,Comedy"
Suicide Kings,17-Apr-98,"Drama,Mystery,Thriller,Comedy,Crime"
The Minus Man,10-Sep-99,"Drama,Mystery,Thriller,Crime"
City by the Sea,6-Sep-02,"Drama,Mystery,Thriller,Crime"
Basic,28-Mar-03,"Drama,Mystery,Thriller,Crime"
Venom,16-Sep-05,"Thriller,Horror"
MVP: Most Valuable Primate,20-Oct-00,"Sport,Comedy,Family"
Last Men in Aleppo,3-May-17,"War,Documentary"
Dirty Girl,7-Oct-11,Drama
Trapped,20-Sep-02,"Drama,Thriller,Crime"
The Professor,17-May-19,"Drama,Comedy"
Duets,15-Sep-00,"Drama,Comedy,Music"
Dot the I,11-Mar-05,"Drama,Thriller,Romance"
Twice Born,6-Dec-13,"Drama,Romance,War"
Snipes,20-Sep-02,"Drama,Thriller"
The Great Outdoors,17-Jun-88,Comedy
The Perfect Game,16-Apr-10,"Drama,Sport,Family"
Bright,22-Dec-17,"Action,Sci-Fi,Thriller,Fantasy,Crime"
Predator,12-Jun-87,"Action,Adventure,Sci-Fi,Thriller"
Only God Forgives,19-Jul-13,"Drama,Thriller,Crime"
Blade,21-Aug-98,"Action,Adventure,Thriller,Fantasy"
Speed Racer,9-May-08,"Action,Sport,Family"
Upside Down,15-Mar-13,"Sci-Fi,Drama,Fantasy,Romance"
Bill & Ted's Excellent Adventure,17-Feb-89,"Adventure,Sci-Fi,Comedy,Family"
The Return,10-Nov-06,"Drama,Mystery,Thriller,Horror"
Patch Adams,25-Dec-98,"Biography,Drama,Comedy"
Redemption,28-Jun-13,"Action,Drama,Thriller,Crime"
Malibu's Most Wanted,18-Apr-03,"Comedy,Crime"
One Night with the King,13-Oct-06,Drama
No One Lives,10-May-13,"Thriller,Horror"
Soul Survivors,7-Sep-01,"Drama,Mystery,Thriller,Horror"
America: Freedom to Fascism,28-Jul-06,Documentary
Before We Go,4-Sep-15,"Drama,Comedy,Romance"
The Next Best Thing,3-Mar-00,"Comedy,Romance"
Kikujirô no natsu,26-May-00,"Drama,Comedy"
The Abandoned,8-Jan-16,"Mystery,Thriller,Horror"
Sleepwalkers,10-Apr-92,Horror
Sugar & Spice,26-Jan-01,"Comedy,Crime"
New Rose Hotel,8-Oct-99,"Sci-Fi,Drama,Mystery"
Brand: A Second Coming,25-Sep-15,"Biography,Documentary"
Izzy Gets the F*ck Across Town,22-Jun-18,"Adventure,Drama,Comedy,Music"
This Thing of Ours,18-Jul-03,"Drama,Crime"
Two Can Play That Game,7-Sep-01,"Comedy,Romance"
Silver Bullet,11-Oct-85,Horror
Zen Noir,22-Sep-06,"Drama,Mystery,Comedy"
Say Uncle,23-Jun-06,"Drama,Comedy"
Miral,25-Mar-11,Drama
Year by the Sea,8-Sep-17,"Drama,Comedy,Romance"
Devil,17-Sep-10,"Drama,Mystery,Thriller,Horror"
Booksmart,24-May-19,Comedy
Little Fockers,22-Dec-10,Comedy
Man on Fire,23-Apr-04,"Action,Drama,Thriller,Crime"
The Possession,31-Aug-12,"Thriller,Horror"
Kicking & Screaming,13-May-05,"Sport,Comedy,Family"
Payback,5-Feb-99,"Action,Thriller,Crime"
Big Daddy,25-Jun-99,"Drama,Comedy"
The Covenant,8-Sep-06,"Action,Thriller,Horror"
Blue Streak,17-Sep-99,"Action,Thriller,Comedy,Crime"
A Cinderella Story,16-Jul-04,"Comedy,Romance,Family"
Postal,23-May-08,"Action,Thriller,Comedy"
The Oogieloves in the Big Balloon Adventure,29-Aug-12,Family
Case 39,1-Oct-10,"Mystery,Thriller,Horror"
Unknown,3-Nov-06,"Drama,Mystery,Thriller,Crime"
The Long Kiss Goodnight,11-Oct-96,"Action,Drama,Mystery,Thriller,Crime"
Boys and Girls,16-Jun-00,"Drama,Comedy,Romance"
The Legend of Bagger Vance,3-Nov-00,"Drama,Sport,Romance"
Van Wilder,5-Apr-02,"Comedy,Romance"
Collide,24-Feb-17,"Action,Thriller,Crime"
"War, Inc.",23-May-08,"Action,Thriller,Comedy,War"
Cold Creek Manor,19-Sep-03,"Drama,Mystery,Thriller"
Thunderbirds,30-Jul-04,"Action,Adventure,Sci-Fi,Fantasy,Comedy,Family"
November,22-Jul-05,"Drama,Mystery,Thriller"
Cradle 2 the Grave,28-Feb-03,"Action,Drama,Thriller,Crime"
Friday the 13th Part 2,1-May-81,"Mystery,Thriller,Horror"
Down to You,21-Jan-00,"Drama,Comedy,Romance"
Friday the 13th Part VIII: Jason Takes Manhattan,28-Jul-89,"Adventure,Thriller,Horror"
Kids in America,21-Oct-05,"Drama,Comedy"
Maximum Overdrive,25-Jul-86,"Action,Sci-Fi,Horror,Comedy"
Lost & Found,23-Apr-99,"Comedy,Romance"
The Amityville Horror,27-Jul-79,Horror
I Will Follow You Into the Dark,11-Oct-13,"Drama,Thriller,Horror,Romance"
The Adventures of Ford Fairlane,11-Jul-90,"Action,Adventure,Comedy,Music"
Committed,28-Apr-00,"Drama,Comedy"
An American Tail,21-Nov-86,"Drama,Comedy,Animation,Family,Musical"
Running Free,2-Jun-00,"Adventure,Drama,History,War,Family"
Burzynski,4-Jun-10,Documentary
The Mummy,7-May-99,"Action,Adventure,Thriller,Fantasy,Comedy"
Donnie Brasco,28-Feb-97,"Drama,Thriller,Crime"
DOA: Dead or Alive,15-Jun-07,"Action,Adventure"
Criminal,15-Apr-16,"Action,Sci-Fi,Drama,Mystery,Thriller,Crime"
The Whole Nine Yards,18-Feb-00,"Adventure,Drama,Comedy,Romance,Crime"
Just Like Heaven,16-Sep-05,"Fantasy,Comedy,Romance"
Pokémon: The First Movie - Mewtwo Strikes Back!,10-Nov-99,"Action,Adventure,Sci-Fi,Animation,Family"
Primal Fear,3-Apr-96,"Drama,Mystery,Thriller,Crime"
Heartbreakers,23-Mar-01,"Comedy,Romance,Crime"
Boiler Room,18-Feb-00,"Drama,Thriller,Crime"
Mr. Woodcock,14-Sep-07,"Sport,Comedy"
Weird Science,2-Aug-85,"Fantasy,Comedy,Romance"
Tideland,13-Oct-06,"Drama,Thriller,Fantasy"
Exit Wounds,16-Mar-01,"Action,Drama,Thriller,Comedy,Crime"
Enough,24-May-02,"Drama,Thriller"
Misconduct,5-Feb-16,"Drama,Thriller"
Mad City,7-Nov-97,"Drama,Thriller"
The Human Race,13-Jun-14,"Action,Sci-Fi,Horror"
The Prince and Me,2-Apr-04,"Comedy,Romance"
Child's Play 2,9-Nov-90,"Thriller,Horror"
See Spot Run,2-Mar-01,"Comedy,Family"
The Heart Is Deceitful Above All Things,10-Mar-06,Drama
Some Kind Of Beautiful,21-Aug-15,"Comedy,Romance"
Urban Hymn,12-May-17,"Drama,Crime"
Willow,20-May-88,"Action,Adventure,Drama,Fantasy,Romance"
Benji,16-Mar-18,"Drama,Crime,Family"
Standing Still,21-Apr-06,"Drama,Comedy,Romance"
The Scribbler,19-Sep-14,"Sci-Fi,Mystery,Thriller"
Mrs. Winterbourne,19-Apr-96,"Drama,Comedy,Romance"
Daredevil,14-Feb-03,"Action,Sci-Fi,Thriller,Fantasy,Crime"
Boogie Nights,10-Oct-97,Drama
Ouija,24-Oct-14,"Action,Adventure,Thriller,Horror"
Son of the Mask,18-Feb-05,"Adventure,Fantasy,Comedy,Family"
The Chronicles of Riddick,11-Jun-04,"Action,Adventure,Sci-Fi,Thriller"
"You, Me and Dupree",14-Jul-06,"Comedy,Romance"
Death Wish,2-Mar-18,"Action,Drama,Thriller,Crime"
The Girl Next Door,9-Apr-04,"Drama,Comedy,Romance"
I Am Not Your Negro,9-Dec-16,Documentary
Grandma's Boy,6-Jan-06,Comedy
Jeepers Creepers II,29-Aug-03,"Thriller,Horror"
Stand Up Guys,14-Dec-12,"Comedy,Crime"
Risky Business,5-Aug-83,"Drama,Comedy"
Guess Who,25-Mar-05,"Comedy,Romance"
Choke,26-Sep-08,"Drama,Comedy"
I Am Sam,28-Dec-01,Drama
Win a Date with Tad Hamilton!,23-Jan-04,"Comedy,Romance"
Be Cool,4-Mar-05,"Comedy,Crime"
Strange Wilderness,1-Feb-08,Comedy
Would You Rather,8-Feb-13,"Thriller,Horror"
The Life of David Gale,21-Feb-03,"Drama,Thriller,Crime"
Club Dread,27-Feb-04,"Thriller,Comedy"
Josie and the Pussycats,11-Apr-01,"Comedy,Music"
Hard to Be a God,30-Jan-15,"Sci-Fi,Drama"
For Greater Glory,1-Jun-12,"Drama,History,War"
Hoodlum,27-Aug-97,"Drama,Crime"
200 Cigarettes,26-Feb-99,"Drama,Comedy,Romance"
Little Ashes,8-May-09,"Biography,Drama"
Arizona,24-Aug-18,"Thriller,Comedy"
Forever Strong,26-Sep-08,"Drama,Sport"
Captain Corelli's Mandolin,17-Aug-01,"Drama,Romance,War,Music"
The Bridge of San Luis Rey,10-Jun-05,"Drama,Romance"
House of D,15-Apr-05,"Drama,Comedy"
Plunkett & Macleane,1-Oct-99,"Action,Adventure,Drama,Crime"
Motherhood,23-Oct-09,Comedy
Waiting for Forever,4-Feb-11,"Drama,Romance"
Evidence,19-Jul-13,"Mystery,Thriller,Horror"
Testosterone,10-Sep-04,"Drama,Comedy"
Home Fries,25-Nov-98,"Drama,Comedy,Romance"
Dark House,14-Mar-14,"Thriller,Horror"
Rat Film,15-Sep-17,Documentary
What to Do in Case of Fire,19-Jul-02,"Drama,Comedy"
Graveyard Shift,26-Oct-90,Horror
The Anomaly,25-Sep-15,"Action,Sci-Fi,Thriller"
The Outsider,7-Feb-14,"Action,Drama,Mystery,Thriller,Crime"
Django,5-Jan-18,"Biography,Drama,War,Music"
Food of Love,25-Oct-02,"Drama,Music"
Jumper,14-Feb-08,"Action,Adventure,Sci-Fi,Thriller"
From Dusk Till Dawn,19-Jan-96,"Action,Thriller,Fantasy,Horror,Crime"
Jumanji,15-Dec-95,"Adventure,Thriller,Fantasy,Family"
Ransom,8-Nov-96,"Action,Thriller,Crime"
Paycheck,25-Dec-03,"Action,Sci-Fi,Mystery,Thriller"
The Beach,11-Feb-00,"Adventure,Drama,Thriller"
Collateral Beauty,16-Dec-16,"Drama,Romance"
Jason X,26-Apr-02,"Sci-Fi,Horror"
Sahara,8-Apr-05,"Action,Adventure,Comedy"
Penelope,29-Feb-08,"Fantasy,Comedy,Romance"
Titan A.E.,16-Jun-00,"Adventure,Sci-Fi,Animation"
Remember the Titans,29-Sep-00,"Drama,Sport"
The Quick and the Dead,10-Feb-95,"Action,Adventure,Western"
Coming to America,29-Jun-88,"Drama,Comedy,Romance"
Edtv,26-Mar-99,Comedy
Colonia,15-Apr-16,"Drama,History,Thriller,Romance"
Mr. Church,16-Sep-16,"Drama,Comedy"
The Goldfinch,13-Sep-19,Drama
Dummy,12-Sep-03,"Drama,Comedy,Romance"
Universal Soldier,10-Jul-92,"Action,Sci-Fi,Drama"
Wild Target,29-Oct-10,"Action,Drama,Comedy,Crime"
The Forger,24-Apr-15,"Drama,Thriller,Crime"
Two Weeks Notice,20-Dec-02,"Comedy,Romance"
RoboCop 2,22-Jun-90,"Action,Sci-Fi,Thriller,Crime"
But I'm a Cheerleader,7-Jul-00,"Drama,Comedy,Romance"
Highlander: Endgame,1-Sep-00,"Action,Sci-Fi,Fantasy"
Hick,11-May-12,"Drama,Comedy,Romance"
Thomas and the Magic Railroad,26-Jul-00,"Fantasy,Family"
Waist Deep,23-Jun-06,"Action,Drama,Thriller,Crime"
Drive Me Crazy,1-Oct-99,"Drama,Comedy,Romance"
Twelve,6-Aug-10,"Drama,Thriller"
Dear Wendy,23-Sep-05,"Drama,Comedy,Romance,Crime"
The Informers,24-Apr-09,"Drama,Thriller,Crime"
Jason Lives: Friday the 13th Part VI,1-Aug-86,"Thriller,Horror"
The Singing Detective,24-Oct-03,"Mystery,Comedy,Musical"
American Outlaws,17-Aug-01,"Action,Western"
The Omega Code,15-Oct-99,"Action,Adventure,Drama,Thriller"
